file_name,condition
2df265da-e4a8fdf3,"Clear, Day"
3c469980-fb0ca2f9,"Rainy, Day"
4a2dad4f-dc9183df,"Clear, Day"
7352ed07-81fbce4c,"Clear, Day"
00ad8a92-c4851839,"Clear, Day"
1975b1e2-00000000,"Clear, Day"
56556c45-a9279030,"Rainy, Night"
45b7bfd5-00000000,"Rainy, Day"
0a7ba826-91210df7,"Cloudy, Dawn/Dusk"
a635d3c9-d1fedb9f,"Rainy, Day"
1e2a3bff-289be752,"Clear, Day"
07434289-7c2e8f71,"Clear, Day"
0ae50799-6c1ef2e2,"Rainy, Day"
55c52f00-8640e0da,"Clear, Day"
06a3cb02-3068fb8b,"Clear, Day"
1264e9c4-b4f2355e,"Clear, Day"
b6219281-0695c9fd,"Clear, Day"
5e4c5063-1d616229,"Clear, Day"
1e2c8d56-9b5e9dd7,"Rainy, Day"
08ffb626-441a9e58,"Clear, Day"
5e64874a-f3fae1c9,"Clear, Day"
1dbaa8d7-955f7bb2,"Clear, Day"
5c295b82-0d891f93,"Clear, Day"
be56ab92-da00e516,"Clear, Day"
53ad2f4d-00000000,"Clear, Day"
a3e8ca14-4af4e43e,"Clear, Day"
292dedda-00000000,"Clear, Night"
98ba3821-234628d4,"Clear, Day"
c389631f-a4b2d909,"Clear, Day"
75a23bac-72c075cd,"Rainy, Day"
736ef944-66536477,"Rainy, Day"
15718870-1fe8f2e8,"Clear, Day"
325a8deb-4f3aa5ba,"Cloudy, Day"
96c628be-1ac922d2,"Clear, Day"
661281ca-50304bb0,"Clear, Day"
50c11f3a-857a396e,"Clear, Day"
00e9be89-00001890,"Clear, Day"
65cb9df3-fac178ed,"Clear, Day"
b9d34460-d648a4c1,"Rainy, Day"
46452989-304d11cb,"Clear, Day"
25f58593-0046fbeb,"Rainy, Day"
5df29356-316e24ca,"Clear, Day"
bab26b8d-deaa5510,"Clear, Day"
2778f1eb-00000000,"Clear, Day"
035563ed-61c19e16,"Clear, Day"
2ad8324d-15b0201f,"Clear, Day"
6ebe1b37-3401a33e,"Clear, Day"
8acb92d1-e08e0ab4,"Clear, Day"
00e9be89-00001495,"Clear, Day"
00e9be89-00001240,"Clear, Day"
1f45df68-2679931b,"Clear, Day"
0e8c47b3-00000000,"Clear, Day"
b843ef1b-2756a85d,"Clear, Day"
713a5718-c0d5ec2d,"Clear, Day"
7c9cf422-f19cd065,"Cloudy, Day"
0bb3f3d3-12b85638,"Clear, Day"
03a5976c-6d4c517f,"Clear, Day"
587ffd20-cf1dab85,"Clear, Day"
4dcd75a4-254a1f04,"Clear, Day"
598b9219-20698d42,"Rainy, Day"
2e8bd85f-7dda324c,"Rainy, Day"
74f1490a-8adf81f0,"Rainy, Day"
5d73f301-4243a516,"Clear, Day"
004af474-00000000,"Rainy, Day"
11c8017c-740c62cd,"Clear, Day"
764b5577-907a4edb,"Clear, Day"
6b143dfd-4f32bd55,"Clear, Day"
3b0cba4e-59a949a7,"Rainy, Day"
1127aff5-63adbce6,"Clear, Day"
c3a26429-70b45205,"Rainy, Day"
68be5b8f-21c2824b,"Rainy, Day"
a8f71e05-f250cfcb,"Clear, Day"
38b474cc-3efec58a,"Rainy, Day"
9e10ef26-3ba7ffe7,"Clear, Day"
021c2fd2-00000000,"Clear, Day"
5ed739dc-c1db3d43,"Rainy, Day"
0ec4e1d8-36ec61fc,"Clear, Day"
3607c09e-83079ead,"Rainy, Day"
c4eb96a1-92fb9d6f,"Clear, Day"
5a8fc521-35f5bdf3,"Clear, Day"
2f2124dc-b71a7f57,"Rainy, Day"
3fffd855-9fea124d,"Clear, Day"
b55305bd-f66ad8fb,"Rainy, Day"
710e8f2f-b594e26a,"Rainy, Day"
0baeff05-ae703523,"Clear, Day"
703d912f-840e5963,"Clear, Day"
987b8aba-d3cd2336,"Rainy, Day"
99fda8cc-46cabc17,"Clear, Day"
7624c236-00000000,"Clear, Day"
3a7b78f0-b2b396b2,"Clear, Day"
4f5ac528-2e2543d5,"Clear, Day"
3ef9f646-8bc57e03,"Clear, Day"
526693e0-00000000,"Clear, Day"
22d5184c-93553d4e,"Clear, Day"
bc07d865-43cc5bfc,"Rainy, Day"
1a61f101-51fef5d2,"Clear, Day"
24ac78c9-0c0f84ee,"Clear, Day"
a822c459-20b67e7f,"Clear, Day"
0a8610c6-593513f9,"Clear, Day"
0e0fd502-99e356ef,"Clear, Day"
16d131ad-238fde29,"Clear, Day"
1798f471-f9facd88,"Rainy, Day"
3a2895be-61e80001,"Clear, Day"
568edf27-c035546d,"Clear, Day"
a1140112-13acd6af,"Clear, Day"
1e6b7328-76f60001,"Rainy, Night"
750ed5c1-9313c584,"Clear, Day"
705c6dce-697b096c,"Clear, Day"
96330f54-9aec2a54,"Clear, Day"
892055a4-9088ec9a,"Rainy, Day"
035cb512-77517657,"Clear, Day"
3c7ae85e-800f4183,"Clear, Day"
19247328-adb99ee9,"Clear, Day"
37ccc21b-4a23ca4b,"Clear, Day"
0d6822ce-741be0b9,"Clear, Day"
417aa56b-00000000,"Clear, Day"
5319f6b5-27dd03d1,"Clear, Day"
348b0361-241cdc35,"Clear, Day"
2de6e6db-4906be8c,"Clear, Day"
51904df0-e5e65e54,"Clear, Day"
456144b6-84753946,"Clear, Day"
641ae97b-8bc8e3b9,"Clear, Day"
6848adce-1a36c1d5,"Rainy, Day"
1cc77c32-a2cb89c7,"Clear, Day"
1e15cae7-5d932386,"Clear, Day"
25065b32-8dbf0001,"Clear, Day"
bf4af26f-44beba25,"Rainy, Day"
128094d1-7314f248,"Clear, Dawn/Dusk"
7b3ee12a-26590001,"Rainy, Day"
559fed19-041cf3da,"Clear, Day"
534fff4c-0880ee62,"Clear, Day"
78c2ec46-0153a93b,"Clear, Day"
1160f544-55292d71,"Rainy, Day"
36b5e915-00000000,"Clear, Day"
33c6cbe6-d0aca98e,"Clear, Day"
14f92e3c-a3b5708e,"Clear, Day"
04629c39-1d564d8a,"Rainy, Day"
57e171f1-00d42305,"Clear, Day"
6b73ccdd-00000000,"Clear, Day"
c57363a5-1237e193,"Clear, Day"
6d6e4648-f12578e5,"Clear, Day"
8b24ebef-b7abd3f1,"Rainy, Night"
2c1d561d-00000000,"Clear, Day"
9e4c3aea-2d4d128f,"Rainy, Day"
5f697884-87beee07,"Clear, Day"
1294a00a-b613ccf0,"Clear, Day"
88d7d766-04ca7bfe,"Rainy, Day"
40eab984-00000000,"Clear, Day"
1a9a489c-ab49ffee,"Clear, Dawn/Dusk"
709b8823-ac39ce46,"Rainy, Day"
6217cadb-37fd4215,"Clear, Day"
87354346-6765ba06,"Rainy, Day"
2105fcd5-412eacce,"Clear, Day"
1a222609-d473d006,"Clear, Day"
4a4a9fcd-61aaafd2,"Rainy, Day"
3100e8a0-baaeb277,"Clear, Day"
9e771b2e-2d041638,"Clear, Day"
8e720571-f5132884,"Clear, Day"
0bcbc8fe-5a52a282,"Clear, Day"
2224c461-351255b4,"Clear, Day"
95d943ac-316f9b20,"Rainy, Day"
076399f2-e2bc0747,"Rainy, Day"
29610d9a-ba94b154,"Rainy, Day"
c0be0e03-0663efcf,"Clear, Day"
ac6e3fd3-c0ed35c5,"Clear, Day"
0af06324-3f5aac20,"Clear, Day"
3662219d-176386e2,"Rainy, Day"
c41203a6-e4b059c0,"Clear, Day"
09b41d3b-40990001,"Clear, Day"
2e9d2f92-05d818a4,"Clear, Day"
2c7b691f-3cf04180,"Clear, Day"
544f99a0-f50fd99c,"Clear, Day"
1c4b98c4-e9d6f02c,"Rainy, Day"
5b230a69-45c30633,"Clear, Day"
5af8ba04-e0e43238,"Clear, Day"
53a0cc71-0ea938e1,"Clear, Day"
8d9a9d66-1c5d5f51,"Rainy, Day"
137460d7-d99eba62,"Rainy, Day"
c93e76b7-88954e8f,"Rainy, Day"
0ace96c3-48481887,"Clear, Day"
4c89d609-1b11297a,"Rainy, Day"
319ff606-70aa0000,"Clear, Day"
84207475-141e4013,"Rainy, Night"
a5feabf5-2927aa63,"Clear, Day"
a3b51b78-d5e379c3,"Clear, Day"
3b300195-0fd39296,"Clear, Day"
6529982b-ba0abc7a,"Clear, Day"
4dd753b3-1583417a,"Clear, Day"
2ea46f67-bde41d89,"Clear, Day"
85b86952-bed80a1a,"Clear, Day"
ab8095e6-c9c6560e,"Clear, Day"
1bd01d6b-2d017470,"Rainy, Dawn/Dusk"
43df11a6-9bc50000,"Clear, Day"
2b49d4cc-9dd70000,"Rainy, Night"
0e758b80-e99d0001,"Clear, Day"
2163d684-5706e745,"Clear, Day"
5c1839fb-a654b8df,"Clear, Day"
056c5701-175a265c,"Rainy, Day"
01c4035b-bcaeb067,"Clear, Day"
08c3b766-00000000,"Clear, Day"
aaa97f3c-d7de0ede,"Clear, Day"
6fa90fff-00000000,"Clear, Day"
51a9ece0-0e4b8c3a,"Clear, Day"
5e337b33-a8600001,"Rainy, Night"
00e9be89-00001355,"Clear, Day"
2c93d3f5-82a831f0,"Clear, Day"
02c2a4d8-f8b3b76d,"Clear, Day"
31134777-05a68a69,"Clear, Day"
68972e88-00000000,"Clear, Day"
6d42bf70-34acb0fa,"Rainy, Day"
3b786969-2135fe59,"Clear, Day"
0b1afd00-1f158b3e,"Clear, Day"
7ba130a1-4e9cf3e2,"Clear, Day"
5b5ef82d-9c96c78f,"Clear, Night"
a34d9c2a-d036bfed,"Clear, Day"
7ccd7466-426b0001,"Clear, Day"
2bf8c28c-acd5d2a0,"Clear, Day"
c31aa396-beb4f81b,"Clear, Day"
9786a4a5-01addba5,"Rainy, Day"
0abeea78-647aef5c,"Clear, Dawn/Dusk"
6e04c802-452bf70f,"Clear, Day"
26445c80-0fffcafd,"Clear, Day"
42a4bfe3-04451b35,"Clear, Day"
4ec1139a-f4271657,"Clear, Day"
1ea051e1-6b47f322,"Clear, Day"
286f1006-c3b30000,"Clear, Day"
17b12016-2f0f62f5,"Rainy, Day"
2e15f214-819d01a4,"Clear, Day"
0f172b7f-24d20000,"Rainy, Day"
4a83cb52-00d64095,"Clear, Day"
0ac3cbf4-a764bdbc,"Clear, Day"
25531db8-076c0000,"Clear, Day"
2c755ca4-4781af8d,"Clear, Day"
c7c5969b-f1bc3e3a,"Clear, Day"
1ed7cdb8-3eac5527,"Clear, Day"
8589d81b-f579d3ed,"Clear, Day"
c15e64e5-f459ff4d,"Clear, Day"
6a626ee3-61100bbc,"Clear, Day"
6fc2bbde-02cb2ac4,"Clear, Day"
954b31d2-cc4c578a,"Clear, Day"
351bec53-3749220c,"Clear, Day"
70812f2c-00000000,"Clear, Day"
162ee58b-00000000,"Clear, Day"
2e5ae824-55520bfb,"Rainy, Day"
4bf2e3f2-98c00234,"Clear, Day"
b2f48fc3-f0ddacf0,"Clear, Dawn/Dusk"
1f30367d-35271bd5,"Clear, Dawn/Dusk"
01a4933a-252e566a,"Clear, Day"
8ed9f587-1bce5a43,"Clear, Day"
61676670-5ddf4aa4,"Clear, Day"
57896d7f-a9950000,"Clear, Day"
3fa0f9ae-9cc377fb,"Clear, Day"
5fc29a2c-9b679b88,"Clear, Day"
0943bcdd-e6e360c9,"Clear, Day"
4e15ebb4-00000000,"Clear, Day"
369e9c29-76772a3e,"Clear, Day"
00e9be89-00001740,"Clear, Day"
5dd829be-b1a62b5a,"Cloudy, Day"
6c109a6d-7c1a3ca7,"Clear, Day"
31e64dbc-00000000,"Clear, Day"
5b7f03ae-45fe20ac,"Rainy, Night"
2c2af850-f248c8e4,"Cloudy, Day"
1f44d8f2-eb86073b,"Clear, Day"
2f118318-8b946123,"Clear, Day"
57a6e106-63fd31b4,"Cloudy, Day"
6529982b-aa168fc0,"Clear, Day"
b645271a-cd9ec256,"Rainy, Night"
396adb8a-b48a0000,"Clear, Day"
2f891fb9-b82798a3,"Rainy, Day"
1ee15aed-5ba3af14,"Clear, Day"
2ff64ab3-fb0003bc,"Cloudy, Day"
209a9827-2bf8cb79,"Clear, Day"
ad51b83d-57e95d84,"Clear, Day"
567b4b61-fd213940,"Rainy, Night"
7b47f738-08d66ead,"Clear, Day"
3247b287-7f98021a,"Clear, Day"
6cfa43ec-445cee95,"Clear, Day"
c2c2b345-0bd03595,"Rainy, Night"
40328742-3fd92108,"Clear, Day"
b2be7200-b6f7fe0a,"Clear, Day"
575a2428-b724fc19,"Clear, Day"
a32e85d1-3f06cd9d,"Clear, Day"
07b5edf7-e4c83fc5,"Clear, Day"
5f6197ca-ed520000,"Clear, Day"
6d1b261e-0f817e45,"Clear, Day"
08b02c82-90355405,"Clear, Day"
2e7128c1-15fd7de8,"Clear, Day"
21cad30d-0509cb5a,"Rainy, Day"
adc8a7c2-53fbce26,"Rainy, Day"
48879b5e-ca57c912,"Rainy, Day"
1215f91d-db7a0000,"Cloudy, Day"
5bbdb38f-ef275c07,"Rainy, Day"
0bcfa351-0509fab2,"Rainy, Day"
00e9be89-00001430,"Clear, Day"
59a330d8-0be9ae22,"Rainy, Day"
6bbdbef3-8a8ba56c,"Clear, Day"
2871fb39-30ad5032,"Clear, Day"
00e9be89-00001105,"Clear, Day"
1f74801b-57cf958a,"Clear, Day"
285e05af-7c8d076c,"Rainy, Day"
5fd22259-63354736,"Clear, Day"
24179c38-b8325990,"Rainy, Day"
50c76922-d55046c0,"Clear, Day"
316fc6f3-d167c189,"Clear, Day"
00d8944b-e157478b,"Clear, Day"
57113651-5e5e43cc,"Clear, Day"
6cf7a093-0748b3cc,"Rainy, Day"
4314bc61-ef759be4,"Clear, Day"
0a18ef8e-00000000,"Clear, Night"
0832b2c1-21d84717,"Rainy, Day"
00e9be89-00001595,"Clear, Day"
3a945cdf-24a5eb56,"Clear, Day"
50178d38-00000000,"Clear, Day"
3b6b3e98-f2cd385d,"Clear, Day"
5269b2c4-ecc0610c,"Clear, Day"
24392d7c-98008e8b,"Clear, Day"
b085f3ec-9b43b5c3,"Clear, Day"
1bf7f3d2-15f95138,"Clear, Day"
23fe59f4-66b4f566,"Clear, Day"
6e1ba34a-9d13d132,"Clear, Day"
2eb775ea-4149895d,"Clear, Day"
74925a1d-b8aefd47,"Clear, Day"
07bfc402-3a2588f3,"Clear, Day"
30b13f7f-90cea216,"Rainy, Day"
34c43596-41548973,"Clear, Day"
c4031040-73e296bc,"Clear, Day"
8afa8995-1404de14,"Rainy, Day"
1c4b10d2-01ab3625,"Clear, Day"
bb46a3b5-6fb47078,"Rainy, Day"
6cc6d77b-7cbaf6ca,"Rainy, Day"
6471aa28-00000000,"Clear, Day"
aadcb77e-0d49b493,"Rainy, Day"
43939433-00000000,"Clear, Day"
6c040cec-9cd6b00e,"Clear, Day"
4d13e9e3-71fc1ef2,"Clear, Day"
0a909731-454401d8,"Clear, Day"
45962b2d-cc43f928,"Clear, Day"
2ae5baeb-6c3992ac,"Clear, Day"
23112889-a8ce8bc7,"Clear, Day"
ac9d0954-1c55ddd0,"Clear, Day"
106b3ae4-00000000,"Rainy, Day"
77c27140-244a847d,"Clear, Day"
2ec0b931-cbad220e,"Rainy, Day"
10739276-91319395,"Clear, Day"
1a2a7bec-5c26b74d,"Clear, Day"
5912fad1-49960001,"Clear, Day"
35d3598a-51acc3da,"Clear, Day"
a1064e6d-910ae454,"Rainy, Day"
66f84618-4e0a2c79,"Rainy, Day"
84a270ad-87628383,"Clear, Day"
73b21995-e745af3a,"Clear, Day"
164b2a2d-d3a80001,"Cloudy, Day"
20cdc03a-00000000,"Clear, Day"
3314ae1c-00000000,"Clear, Day"
32b39457-104be5d4,"Clear, Day"
8e611959-0049c38c,"Clear, Day"
0ad023de-a7164b14,"Clear, Day"
4ace777f-91b40000,"Cloudy, Day"
3a8d5e2c-ea56a895,"Clear, Day"
00054602-3bf57337,"Clear, Day"
2d6c8b99-69b355b5,"Clear, Day"
10f69148-a703b7a1,"Clear, Day"
0a364fd8-81c63814,"Clear, Day"
bcbe3164-1af2bcb3,"Clear, Day"
b9d34460-8c9c4807,"Rainy, Day"
07fae2c2-00000000,"Clear, Day"
5cb678cc-3d279183,"Clear, Day"
785ff8ca-51ef2c8b,"Clear, Day"
1d50660a-d6b7b5ef,"Clear, Day"
4242af85-bb258606,"Clear, Day"
4e812602-16d75068,"Rainy, Day"
07d025f2-86b087d6,"Rainy, Day"
a9aae0f1-f0115e76,"Clear, Day"
c66c630d-fd7e3bff,"Rainy, Day"
9aae6ee4-72a0a5a8,"Clear, Day"
00e9be89-00001795,"Clear, Day"
c66a2cb5-64bc6565,"Clear, Day"
af822d18-510b4d41,"Clear, Day"
6d0e38f3-c8063a8a,"Clear, Day"
325a8deb-80f52891,"Clear, Day"
38b272c8-21eb67f8,"Clear, Day"
5f5d2e12-468e1543,"Clear, Day"
636e1090-9cf60000,"Clear, Day"
5c5dc708-35460444,"Clear, Day"
1da45647-4d28c352,"Rainy, Night"
5b10cbfb-590e2a8d,"Clear, Day"
8620915f-20e5a140,"Clear, Day"
0e888c35-00000000,"Cloudy, Day"
33e8a6e9-e533cccd,"Clear, Day"
0fa91e8c-e1e98e63,"Rainy, Day"
3ffb33b8-98640001,"Clear, Day"
0bc1e57d-0331a843,"Clear, Day"
0d03369b-e2199f82,"Cloudy, Day"
0f80ec3e-7bb4e2f3,"Rainy, Day"
794887e0-1189ec1f,"Rainy, Day"
0ddfea57-b0fe6132,"Clear, Day"
18ee4d7a-00000000,"Clear, Day"
1a5f4420-00000000,"Rainy, Day"
553e4a19-a7ce0000,"Rainy, Day"
1acc0ffd-00000000,"Clear, Day"
4b70363a-e3e11e5b,"Clear, Day"
a4bcd9f0-d150d9a2,"Clear, Day"
15aadcde-8bc97814,"Rainy, Day"
5e02d29d-5fcda394,"Clear, Day"
26190b83-39ccb412,"Rainy, Day"
5f6197ca-96fd0001,"Rainy, Day"
4fa3cff9-a504c73e,"Clear, Day"
4217c9dd-82e89e1d,"Clear, Day"
37804537-719c365c,"Clear, Day"
5ea96a8f-b18ce760,"Rainy, Day"
bb1b7e42-67806924,"Clear, Day"
1c927be0-00a90001,"Clear, Day"
127f8da7-9901a63d,"Clear, Day"
00e9be89-00001885,"Clear, Day"
36915cf0-95254057,"Clear, Day"
3198a12f-aff85b07,"Clear, Day"
500630aa-73958a0d,"Clear, Day"
2cf57da1-66e12c89,"Clear, Day"
c644e81b-d8e6dcc0,"Clear, Day"
19c82dde-bba4998b,"Clear, Day"
0a43984a-db1eb6cb,"Clear, Day"
6c36756d-15d9310b,"Clear, Day"
75df1dc9-00000000,"Clear, Day"
3febc9d1-76a7ee33,"Clear, Day"
af7e1bb8-a944b6c6,"Clear, Day"
7a3d45f6-7de076b9,"Clear, Day"
02cd5102-be5e0217,"Clear, Day"
6ee57024-3c9e350d,"Rainy, Day"
2cc5fd96-98b2f69d,"Clear, Day"
4e1f88e3-045bdae6,"Clear, Day"
09b41d3b-40990000,"Clear, Day"
64b92603-a89eeac5,"Clear, Day"
66e1650a-ba4f0d1d,"Clear, Day"
620a7840-4e776a76,"Clear, Day"
648b2387-05000000,"Clear, Day"
37699997-00000000,"Clear, Day"
4f8a10d3-4ab30001,"Clear, Day"
36d5c63d-00000000,"Clear, Day"
3432b6bc-85fd085d,"Clear, Day"
0573cc84-e67f61ef,"Clear, Day"
7234b48f-00000000,"Clear, Day"
6a28dda4-4c2dae91,"Clear, Day"
3516379e-43f6a6ba,"Clear, Day"
458697e3-1a398a17,"Clear, Day"
4fe21cd4-d637287d,"Clear, Day"
10e0e66d-def96e2d,"Clear, Day"
6ea4cd53-edee13a9,"Clear, Day"
603275a8-037552f6,"Rainy, Day"
9e9fae53-dd22325d,"Clear, Day"
2793cd68-5d288e3c,"Clear, Day"
4137dec6-a23cdae2,"Clear, Day"
a4776c0b-2e8856a9,"Rainy, Day"
69bfac86-00000000,"Clear, Day"
2a63fc4d-2d1325a1,"Clear, Day"
21c1e27b-3aa5d3d0,"Clear, Day"
78ab3f38-224569ab,"Cloudy, Day"
6a8d218d-c613e428,"Clear, Day"
a10582c9-b91592a4,"Cloudy, Day"
5ac0fd85-70790578,"Clear, Day"
10c0c72d-dafc19cf,"Rainy, Day"
4677c33c-c0376e34,"Clear, Day"
6cf8f827-361937cb,"Rainy, Day"
1a3df6f5-c42bc19f,"Cloudy, Day"
4a45ec3b-5272e614,"Rainy, Day"
782d1ce7-55350b97,"Clear, Day"
08a49c01-675d3899,"Clear, Day"
04200e90-4a4c631e,"Rainy, Day"
3a8e69b6-13eadeba,"Clear, Day"
6293d2da-161e4597,"Clear, Day"
6558c79e-00000000,"Clear, Day"
6b2591b3-1ccc5250,"Rainy, Day"
c2fb790e-4cd5a630,"Clear, Day"
1c564ec4-88bca967,"Clear, Day"
7b07669a-91b32318,"Rainy, Day"
b4901f32-5e356f74,"Rainy, Day"
c1757757-8208000e,"Clear, Day"
3d317eb1-4a9f2f5c,"Rainy, Day"
980c296b-4d706cd5,"Rainy, Day"
47e0d7e0-2766582e,"Clear, Day"
7c0dbcb7-84b4dcfe,"Clear, Day"
2817ac1d-73704a42,"Clear, Dawn/Dusk"
0a9d2d3e-50c65398,"Clear, Day"
25db3054-38c6b203,"Rainy, Day"
84c4f7f3-d128413b,"Rainy, Day"
6b07c9c4-5ca9c657,"Clear, Day"
3daa42c5-a33a968d,"Clear, Day"
94f896e5-f5651239,"Rainy, Day"
37992925-cd737b8b,"Clear, Day"
18232db1-dfc9cd1b,"Clear, Day"
7090c632-ec061c2e,"Clear, Day"
8be88685-3bd93faf,"Clear, Day"
b674bc13-3e309d54,"Rainy, Night"
5f6b26af-dc6cdd0d,"Clear, Day"
a4248a66-1e696311,"Clear, Day"
319bc7cf-d78fda74,"Clear, Day"
9fc1b74e-7d6bab4f,"Rainy, Night"
2b49d4cc-e5300001,"Clear, Night"
232693b7-00000000,"Clear, Dawn/Dusk"
9392f6f6-ec0cbf19,"Rainy, Day"
1319e6ed-d0f34f54,"Rainy, Day"
0a0eaeaf-9ad0c6dd,"Rainy, Day"
2590d38d-9859db46,"Rainy, Day"
5ca50357-2e687869,"Clear, Day"
3d938d6b-40350e5c,"Clear, Day"
21649da7-175f9dd5,"Clear, Day"
14ebe2e9-d83efea7,"Clear, Day"
0e6538be-925bab70,"Clear, Day"
1edef9b9-00000000,"Clear, Day"
ab8e7de0-c797fe10,"Rainy, Day"
0636a908-00000000,"Clear, Day"
02d3ac59-ada9555d,"Rainy, Day"
7baf39ec-e33a68f8,"Clear, Night"
3a73ecef-83414e9b,"Clear, Day"
5b8651a2-bfa5be55,"Rainy, Day"
1e45de2a-609a28e9,"Clear, Day"
9b23a0a2-0833760b,"Clear, Day"
5fc79fd8-6d614ae9,"Rainy, Day"
135a9651-7271819f,"Clear, Day"
30b6e326-e92e4695,"Cloudy, Day"
099601d0-1b31f4ff,"Cloudy, Day"
2cb96c21-099ab1cc,"Clear, Day"
0096bcca-c2027ec4,"Rainy, Night"
c1923ac1-5a311813,"Clear, Day"
5a556ca7-64b71704,"Clear, Day"
120b754f-77c28382,"Clear, Day"
167cd9ad-0ee4b7e4,"Clear, Day"
225dad3c-fd2a5667,"Rainy, Day"
25b7445c-a4270001,"Cloudy, Day"
1a92b5b9-87a40001,"Clear, Day"
28572195-56c49e2d,"Cloudy, Day"
00e9be89-00001620,"Clear, Day"
3998ebd0-7fd575dd,"Clear, Day"
0e05e1d7-51f62fca,"Clear, Day"
2c4e4802-bfbb9299,"Clear, Day"
00e9be89-00001825,"Clear, Day"
454b546c-837d6fe8,"Clear, Day"
3dc827e3-f3a359ce,"Clear, Day"
4b066571-6af659b0,"Cloudy, Day"
0bf8851e-e3f546bb,"Clear, Day"
403a7187-be08a868,"Rainy, Day"
a77b52de-f08fb966,"Rainy, Day"
3a5fea09-3a727404,"Clear, Dawn/Dusk"
2b92915d-72c85cc0,"Clear, Day"
9c1ea83b-465f4173,"Clear, Day"
4f6b263e-f4225fa9,"Clear, Day"
94cb06bf-e34d50a4,"Clear, Day"
ba2e8260-2f6c9b36,"Clear, Day"
01118704-2d838d7f,"Clear, Day"
042d4997-ba286e85,"Clear, Day"
b0d00449-aa5d6a46,"Clear, Day"
26d87702-1f80fc01,"Clear, Day"
1db70110-e028541e,"Clear, Day"
965c5357-63239d8f,"Clear, Day"
8cd80e5c-7a09434f,"Clear, Day"
0f1c1335-f2117479,"Rainy, Day"
17c135e3-00000000,"Clear, Day"
6f87ad2b-05d7300a,"Clear, Day"
575a2428-b7242c11,"Clear, Day"
6749bf74-00000000,"Cloudy, Day"
1f4b8e7d-82f7e836,"Clear, Day"
2a11f70b-c201d138,"Clear, Day"
047671d6-83485ddb,"Clear, Day"
54ea83be-5b4989a6,"Rainy, Day"
4f479b77-d6b96d0b,"Clear, Day"
0a172b0e-136b7a63,"Rainy, Day"
a4ab55a9-4b1a4195,"Cloudy, Day"
3f70e97d-00f589ac,"Rainy, Day"
3267cb09-00000000,"Clear, Day"
08ad7534-3db5e60b,"Rainy, Day"
6e484d03-019ac660,"Rainy, Day"
1e68a7dc-e3394c1e,"Clear, Day"
af3d1d6b-3c9fe003,"Clear, Day"
3b435659-a0f92507,"Rainy, Day"
53239d19-9d1846dd,"Rainy, Day"
25531db8-ee9c0000,"Clear, Day"
00e9be89-00001100,"Clear, Day"
4d511704-4e32c5b4,"Clear, Day"
63c256ed-a0fa352f,"Rainy, Day"
3c8656f1-8d9ac80d,"Rainy, Day"
7a0ba545-3961a92c,"Clear, Day"
74babf01-a2eaacc0,"Clear, Day"
96be86fa-e89cad2d,"Rainy, Day"
4c4a5feb-00000000,"Clear, Day"
0521fd41-39bc52be,"Clear, Day"
0e9bf060-4319b186,"Rainy, Day"
127f8da7-9901af4c,"Clear, Day"
647fc846-00000000,"Clear, Day"
0e40e862-f22a14f4,"Clear, Day"
0c8b32af-2d9a6111,"Rainy, Day"
08f6c5f0-7008ac93,"Clear, Day"
4ce22ce5-1bb06ebd,"Clear, Night"
5f2d2c2f-00000000,"Clear, Day"
38e561dd-8ea8ae2d,"Clear, Day"
a91f182b-ee1393b8,"Clear, Day"
02f2e307-2b6ac14e,"Clear, Day"
5acd9621-a693c5d0,"Clear, Day"
4b062976-3432ccab,"Clear, Day"
27c0e9a0-0898a6a9,"Rainy, Day"
54ce74cb-fa77c723,"Clear, Day"
0273a587-00000000,"Clear, Day"
778b9bbd-3397bbc1,"Clear, Day"
00e9be89-00001775,"Clear, Day"
3d88f9fc-e2a69f00,"Rainy, Day"
00e9be89-00001345,"Clear, Day"
30296e67-4f3ad980,"Clear, Day"
c9dfbc72-db954e64,"Clear, Day"
374088b9-49066168,"Clear, Day"
1d5ab341-50d3ec06,"Rainy, Day"
3ab422c4-72280001,"Clear, Day"
3b44ef5a-41909d11,"Clear, Day"
c1ba5ee6-d5c419d3,"Clear, Day"
4d9e6fb4-1f3d419f,"Cloudy, Day"
21fcab2c-63830001,"Clear, Day"
672b0165-00000000,"Clear, Day"
beb3d6ea-3b5b9e2e,"Clear, Day"
0dc3d787-4982a6e6,"Clear, Day"
2ed57173-83fff229,"Clear, Day"
400f44fd-00000000,"Clear, Day"
6b39a1db-631bbb48,"Clear, Day"
4207ed77-00000000,"Clear, Day"
82cbd780-02c310fd,"Clear, Day"
1766ce0c-5c8e8510,"Clear, Day"
95ff4937-54310c60,"Rainy, Day"
57aff47a-053377cd,"Rainy, Day"
57af01e2-5f537d90,"Clear, Day"
775329ce-bf5fbe08,"Clear, Day"
1aa453f6-00000000,"Clear, Day"
75a54a39-2ee1c80b,"Clear, Day"
b7e8932c-3f90dbfc,"Clear, Day"
1598acd3-9cb894c9,"Clear, Day"
44aaeb3d-b5035d25,"Clear, Day"
1061881b-c116b180,"Rainy, Day"
5cb06210-3c621b1e,"Clear, Day"
51f97d3e-858a96a7,"Cloudy, Day"
66c08a65-b176bdb4,"Clear, Day"
4080d966-aceadb52,"Rainy, Day"
7c2090bd-7b48705f,"Cloudy, Day"
