image_index,context_name,context_frame,camera_id,condition
22760,2739239662326039445_5890_320_5910_320,1508026472068691,2,"Day,Rain,Bad lighting"
22761,2739239662326039445_5890_320_5910_320,1508026475868673,0,"Day,Clear,Bad lighting"
22762,2739239662326039445_5890_320_5910_320,1508026475868673,1,"Day,Rain,Bad lighting"
22763,2739239662326039445_5890_320_5910_320,1508026475868673,2,"Day,Clear,Good lighting"
22764,2739239662326039445_5890_320_5910_320,1508026476268554,0,"Day,Clear,Bad lighting"
22765,2739239662326039445_5890_320_5910_320,1508026476268554,1,"Day,Snow,Bad lighting"
22766,2739239662326039445_5890_320_5910_320,1508026476268554,2,"Day,Clear,Good lighting"
22767,2739239662326039445_5890_320_5910_320,1508026476468518,0,"Day,Snow,Bad lighting"
22768,2739239662326039445_5890_320_5910_320,1508026476468518,1,"Day,Snow,Bad lighting"
22769,2739239662326039445_5890_320_5910_320,1508026476468518,2,"Day,Clear,Good lighting"
22770,2739239662326039445_5890_320_5910_320,1508026476668447,0,"Day,Snow,Bad lighting"
22771,2739239662326039445_5890_320_5910_320,1508026476668447,1,"Day,Snow,Bad lighting"
22772,2739239662326039445_5890_320_5910_320,1508026476668447,2,"Day,Clear,Good lighting"
22773,2739239662326039445_5890_320_5910_320,1508026477068629,0,"Day,Clear,Bad lighting"
22774,2739239662326039445_5890_320_5910_320,1508026477068629,1,"Day,Snow,Bad lighting"
22775,2739239662326039445_5890_320_5910_320,1508026477068629,2,"Day,Clear,Good lighting"
22776,2739239662326039445_5890_320_5910_320,1508026480868850,0,"Day,Clear,Bad lighting"
22777,2739239662326039445_5890_320_5910_320,1508026480868850,1,"Day,Snow,Bad lighting"
22778,2739239662326039445_5890_320_5910_320,1508026480868850,2,"Day,Clear,Bad lighting"
22779,2739239662326039445_5890_320_5910_320,1508026481269077,0,"Day,Clear,Bad lighting"
22780,2739239662326039445_5890_320_5910_320,1508026481269077,1,"Day,Rain,Bad lighting"
22781,2739239662326039445_5890_320_5910_320,1508026481269077,2,"Day,Clear,Bad lighting"
22782,2739239662326039445_5890_320_5910_320,1508026481469225,0,"Day,Clear,Bad lighting"
22783,2739239662326039445_5890_320_5910_320,1508026481469225,1,"Day,Rain,Bad lighting"
22784,2739239662326039445_5890_320_5910_320,1508026481469225,2,"Day,Clear,Bad lighting"
22785,2739239662326039445_5890_320_5910_320,1508026481669228,0,"Day,Clear,Bad lighting"
22786,2739239662326039445_5890_320_5910_320,1508026481669228,1,"Day,Rain,Bad lighting"
22787,2739239662326039445_5890_320_5910_320,1508026481669228,2,"Day,Clear,Bad lighting"
22788,2739239662326039445_5890_320_5910_320,1508026482069095,0,"Day,Clear,Bad lighting"
22789,2739239662326039445_5890_320_5910_320,1508026482069095,1,"Day,Rain,Bad lighting"
22790,2739239662326039445_5890_320_5910_320,1508026482069095,2,"Day,Clear,Bad lighting"
22791,2739239662326039445_5890_320_5910_320,1508026485869024,0,"Day,Clear,Bad lighting"
22792,2739239662326039445_5890_320_5910_320,1508026485869024,1,"Day,Snow,Bad lighting"
22793,2739239662326039445_5890_320_5910_320,1508026485869024,2,"Day,Clear,Bad lighting"
22794,2739239662326039445_5890_320_5910_320,1508026486269016,0,"Day,Clear,Bad lighting"
22795,2739239662326039445_5890_320_5910_320,1508026486269016,1,"Day,Snow,Bad lighting"
22796,2739239662326039445_5890_320_5910_320,1508026486269016,2,"Day,Clear,Bad lighting"
22797,2739239662326039445_5890_320_5910_320,1508026486468983,0,"Day,Clear,Bad lighting"
22798,2739239662326039445_5890_320_5910_320,1508026486468983,1,"Day,Snow,Bad lighting"
22799,2739239662326039445_5890_320_5910_320,1508026486468983,2,"Day,Clear,Bad lighting"
22800,2739239662326039445_5890_320_5910_320,1508026486668949,0,"Day,Clear,Bad lighting"
22801,2739239662326039445_5890_320_5910_320,1508026486668949,1,"Day,Snow,Bad lighting"
22802,2739239662326039445_5890_320_5910_320,1508026486668949,2,"Day,Clear,Bad lighting"
22803,2739239662326039445_5890_320_5910_320,1508026487069064,0,"Day,Clear,Bad lighting"
22804,2739239662326039445_5890_320_5910_320,1508026487069064,1,"Day,Snow,Bad lighting"
22805,2739239662326039445_5890_320_5910_320,1508026487069064,2,"Day,Clear,Bad lighting"
22806,2752216004511723012_260_000_280_000,1549572280149163,0,"Day,Clear,Bad lighting"
22807,2752216004511723012_260_000_280_000,1549572280149163,1,"Day,Clear,Bad lighting"
22808,2752216004511723012_260_000_280_000,1549572280149163,2,"Day,Clear,Bad lighting"
22809,2752216004511723012_260_000_280_000,1549572280549062,0,"Day,Clear,Bad lighting"
22810,2752216004511723012_260_000_280_000,1549572280549062,1,"Day,Clear,Bad lighting"
22811,2752216004511723012_260_000_280_000,1549572280549062,2,"Day,Snow,Bad lighting"
22812,2752216004511723012_260_000_280_000,1549572280749070,0,"Day,Clear,Bad lighting"
22813,2752216004511723012_260_000_280_000,1549572280749070,1,"Day,Clear,Bad lighting"
22814,2752216004511723012_260_000_280_000,1549572280749070,2,"Day,Snow,Bad lighting"
22815,2752216004511723012_260_000_280_000,1549572280949053,0,"Day,Clear,Bad lighting"
22816,2752216004511723012_260_000_280_000,1549572280949053,1,"Day,Clear,Bad lighting"
22817,2752216004511723012_260_000_280_000,1549572280949053,2,"Day,Snow,Bad lighting"
22818,2752216004511723012_260_000_280_000,1549572281348976,0,"Day,Clear,Bad lighting"
22819,2752216004511723012_260_000_280_000,1549572281348976,1,"Day,Clear,Bad lighting"
22820,2752216004511723012_260_000_280_000,1549572281348976,2,"Day,Snow,Bad lighting"
22821,2752216004511723012_260_000_280_000,1549572285148778,0,"Day,Clear,Bad lighting"
22822,2752216004511723012_260_000_280_000,1549572285148778,1,"Day,Clear,Bad lighting"
22823,2752216004511723012_260_000_280_000,1549572285148778,2,"Day,Snow,Bad lighting"
22824,2752216004511723012_260_000_280_000,1549572285548745,0,"Day,Clear,Bad lighting"
22825,2752216004511723012_260_000_280_000,1549572285548745,1,"Day,Clear,Bad lighting"
22826,2752216004511723012_260_000_280_000,1549572285548745,2,"Day,Snow,Bad lighting"
22827,2752216004511723012_260_000_280_000,1549572285748781,0,"Day,Clear,Bad lighting"
22828,2752216004511723012_260_000_280_000,1549572285748781,1,"Day,Clear,Bad lighting"
22829,2752216004511723012_260_000_280_000,1549572285748781,2,"Day,Snow,Bad lighting"
22830,2752216004511723012_260_000_280_000,1549572285948784,0,"Day,Clear,Bad lighting"
22831,2752216004511723012_260_000_280_000,1549572285948784,1,"Day,Clear,Bad lighting"
22832,2752216004511723012_260_000_280_000,1549572285948784,2,"Day,Snow,Bad lighting"
22833,2752216004511723012_260_000_280_000,1549572286348866,0,"Day,Clear,Bad lighting"
22834,2752216004511723012_260_000_280_000,1549572286348866,1,"Day,Clear,Bad lighting"
22835,2752216004511723012_260_000_280_000,1549572286348866,2,"Day,Snow,Bad lighting"
22836,2752216004511723012_260_000_280_000,1549572290148747,0,"Day,Clear,Bad lighting"
22837,2752216004511723012_260_000_280_000,1549572290148747,1,"Day,Clear,Bad lighting"
22838,2752216004511723012_260_000_280_000,1549572290148747,2,"Day,Snow,Bad lighting"
22839,2752216004511723012_260_000_280_000,1549572290548782,0,"Day,Clear,Bad lighting"
22840,2752216004511723012_260_000_280_000,1549572290548782,1,"Day,Clear,Bad lighting"
22841,2752216004511723012_260_000_280_000,1549572290548782,2,"Day,Snow,Bad lighting"
22842,2752216004511723012_260_000_280_000,1549572290748795,0,"Day,Clear,Bad lighting"
22843,2752216004511723012_260_000_280_000,1549572290748795,1,"Day,Clear,Bad lighting"
22844,2752216004511723012_260_000_280_000,1549572290748795,2,"Day,Snow,Bad lighting"
22845,2752216004511723012_260_000_280_000,1549572290948798,0,"Day,Clear,Bad lighting"
22846,2752216004511723012_260_000_280_000,1549572290948798,1,"Day,Clear,Bad lighting"
22847,2752216004511723012_260_000_280_000,1549572290948798,2,"Day,Snow,Bad lighting"
22848,2752216004511723012_260_000_280_000,1549572291348845,0,"Day,Clear,Bad lighting"
22849,2752216004511723012_260_000_280_000,1549572291348845,1,"Day,Clear,Bad lighting"
22850,2752216004511723012_260_000_280_000,1549572291348845,2,"Day,Snow,Bad lighting"
22851,2752216004511723012_260_000_280_000,1549572295148970,0,"Day,Clear,Bad lighting"
22852,2752216004511723012_260_000_280_000,1549572295148970,1,"Day,Clear,Bad lighting"
22853,2752216004511723012_260_000_280_000,1549572295148970,2,"Day,Snow,Bad lighting"
22854,2752216004511723012_260_000_280_000,1549572295548916,0,"Day,Clear,Bad lighting"
22855,2752216004511723012_260_000_280_000,1549572295548916,1,"Day,Clear,Bad lighting"
22856,2752216004511723012_260_000_280_000,1549572295548916,2,"Day,Snow,Bad lighting"
22857,2752216004511723012_260_000_280_000,1549572295748909,0,"Day,Clear,Bad lighting"
22858,2752216004511723012_260_000_280_000,1549572295748909,1,"Day,Clear,Bad lighting"
22859,2752216004511723012_260_000_280_000,1549572295748909,2,"Day,Snow,Bad lighting"
22860,2752216004511723012_260_000_280_000,1549572295948881,0,"Day,Clear,Bad lighting"
22861,2752216004511723012_260_000_280_000,1549572295948881,1,"Day,Clear,Bad lighting"
22862,2752216004511723012_260_000_280_000,1549572295948881,2,"Day,Snow,Bad lighting"
22863,2752216004511723012_260_000_280_000,1549572296348856,0,"Day,Clear,Bad lighting"
22864,2752216004511723012_260_000_280_000,1549572296348856,1,"Day,Clear,Bad lighting"
22865,2752216004511723012_260_000_280_000,1549572296348856,2,"Day,Snow,Bad lighting"
22866,2791302832590946720_1900_000_1920_000,1557364657122472,0,"Day,Snow,Bad lighting"
22867,2791302832590946720_1900_000_1920_000,1557364657122472,1,"Day,Clear,Bad lighting"
22868,2791302832590946720_1900_000_1920_000,1557364657122472,2,"Day,Clear,Bad lighting"
22869,2791302832590946720_1900_000_1920_000,1557364657522561,0,"Day,Clear,Bad lighting"
22870,2791302832590946720_1900_000_1920_000,1557364657522561,1,"Day,Clear,Bad lighting"
22871,2791302832590946720_1900_000_1920_000,1557364657522561,2,"Day,Clear,Bad lighting"
22872,2791302832590946720_1900_000_1920_000,1557364657722557,0,"Day,Snow,Bad lighting"
22873,2791302832590946720_1900_000_1920_000,1557364657722557,1,"Day,Clear,Bad lighting"
22874,2791302832590946720_1900_000_1920_000,1557364657722557,2,"Day,Clear,Bad lighting"
22875,2791302832590946720_1900_000_1920_000,1557364657922494,0,"Day,Clear,Bad lighting"
22876,2791302832590946720_1900_000_1920_000,1557364657922494,1,"Day,Clear,Bad lighting"
22877,2791302832590946720_1900_000_1920_000,1557364657922494,2,"Day,Clear,Bad lighting"
22878,2791302832590946720_1900_000_1920_000,1557364658322409,0,"Day,Clear,Bad lighting"
22879,2791302832590946720_1900_000_1920_000,1557364658322409,1,"Day,Clear,Bad lighting"
22880,2791302832590946720_1900_000_1920_000,1557364658322409,2,"Day,Rain,Bad lighting"
22881,2791302832590946720_1900_000_1920_000,1557364662122154,0,"Day,Clear,Bad lighting"
22882,2791302832590946720_1900_000_1920_000,1557364662122154,1,"Day,Clear,Bad lighting"
22883,2791302832590946720_1900_000_1920_000,1557364662122154,2,"Day,Clear,Bad lighting"
22884,2791302832590946720_1900_000_1920_000,1557364662522020,0,"Day,Clear,Bad lighting"
22885,2791302832590946720_1900_000_1920_000,1557364662522020,1,"Day,Clear,Bad lighting"
22886,2791302832590946720_1900_000_1920_000,1557364662522020,2,"Day,Clear,Bad lighting"
22887,2791302832590946720_1900_000_1920_000,1557364662721908,0,"Day,Clear,Bad lighting"
22888,2791302832590946720_1900_000_1920_000,1557364662721908,1,"Day,Clear,Bad lighting"
22889,2791302832590946720_1900_000_1920_000,1557364662721908,2,"Day,Snow,Bad lighting"
22890,2791302832590946720_1900_000_1920_000,1557364662921883,0,"Day,Clear,Bad lighting"
22891,2791302832590946720_1900_000_1920_000,1557364662921883,1,"Day,Clear,Bad lighting"
22892,2791302832590946720_1900_000_1920_000,1557364662921883,2,"Day,Clear,Bad lighting"
22893,2791302832590946720_1900_000_1920_000,1557364663321772,0,"Day,Clear,Bad lighting"
22894,2791302832590946720_1900_000_1920_000,1557364663321772,1,"Day,Clear,Bad lighting"
22895,2791302832590946720_1900_000_1920_000,1557364663321772,2,"Day,Rain,Bad lighting"
22896,2791302832590946720_1900_000_1920_000,1557364667122811,0,"Day,Clear,Bad lighting"
22897,2791302832590946720_1900_000_1920_000,1557364667122811,1,"Day,Clear,Bad lighting"
22898,2791302832590946720_1900_000_1920_000,1557364667122811,2,"Day,Rain,Bad lighting"
22899,2791302832590946720_1900_000_1920_000,1557364667522477,0,"Day,Clear,Bad lighting"
22900,2791302832590946720_1900_000_1920_000,1557364667522477,1,"Day,Clear,Bad lighting"
22901,2791302832590946720_1900_000_1920_000,1557364667522477,2,"Day,Clear,Bad lighting"
22902,2791302832590946720_1900_000_1920_000,1557364667722186,0,"Day,Clear,Bad lighting"
22903,2791302832590946720_1900_000_1920_000,1557364667722186,1,"Day,Clear,Bad lighting"
22904,2791302832590946720_1900_000_1920_000,1557364667722186,2,"Day,Clear,Bad lighting"
22905,2791302832590946720_1900_000_1920_000,1557364667921636,0,"Day,Clear,Bad lighting"
22906,2791302832590946720_1900_000_1920_000,1557364667921636,1,"Day,Clear,Bad lighting"
22907,2791302832590946720_1900_000_1920_000,1557364667921636,2,"Day,Rain,Bad lighting"
22908,2791302832590946720_1900_000_1920_000,1557364668320485,0,"Day,Clear,Bad lighting"
22909,2791302832590946720_1900_000_1920_000,1557364668320485,1,"Day,Rain,Bad lighting"
22910,2791302832590946720_1900_000_1920_000,1557364668320485,2,"Day,Rain,Bad lighting"
22911,2791302832590946720_1900_000_1920_000,1557364672124348,0,"Day,Rain,Bad lighting"
22912,2791302832590946720_1900_000_1920_000,1557364672124348,1,"Day,Clear,Bad lighting"
22913,2791302832590946720_1900_000_1920_000,1557364672124348,2,"Day,Clear,Bad lighting"
22914,2791302832590946720_1900_000_1920_000,1557364672524285,0,"Day,Clear,Bad lighting"
22915,2791302832590946720_1900_000_1920_000,1557364672524285,1,"Day,Clear,Bad lighting"
22916,2791302832590946720_1900_000_1920_000,1557364672524285,2,"Day,Clear,Bad lighting"
22917,2791302832590946720_1900_000_1920_000,1557364672724259,0,"Day,Clear,Bad lighting"
22918,2791302832590946720_1900_000_1920_000,1557364672724259,1,"Day,Clear,Bad lighting"
22919,2791302832590946720_1900_000_1920_000,1557364672724259,2,"Day,Clear,Bad lighting"
22920,2791302832590946720_1900_000_1920_000,1557364672924190,0,"Day,Clear,Bad lighting"
22921,2791302832590946720_1900_000_1920_000,1557364672924190,1,"Day,Rain,Bad lighting"
22922,2791302832590946720_1900_000_1920_000,1557364672924190,2,"Day,Clear,Bad lighting"
22923,2791302832590946720_1900_000_1920_000,1557364673323902,0,"Day,Clear,Bad lighting"
22924,2791302832590946720_1900_000_1920_000,1557364673323902,1,"Day,Rain,Bad lighting"
22925,2791302832590946720_1900_000_1920_000,1557364673323902,2,"Day,Clear,Bad lighting"
22926,2863984611797967753_3200_000_3220_000,1553186458673702,0,"Day,Clear,Bad lighting"
22927,2863984611797967753_3200_000_3220_000,1553186458673702,1,"Day,Rain,Bad lighting"
22928,2863984611797967753_3200_000_3220_000,1553186458673702,2,"Day,Clear,Bad lighting"
22929,2863984611797967753_3200_000_3220_000,1553186459073735,0,"Day,Clear,Bad lighting"
22930,2863984611797967753_3200_000_3220_000,1553186459073735,1,"Day,Rain,Bad lighting"
22931,2863984611797967753_3200_000_3220_000,1553186459073735,2,"Day,Clear,Bad lighting"
22932,2863984611797967753_3200_000_3220_000,1553186459273780,0,"Day,Clear,Bad lighting"
22933,2863984611797967753_3200_000_3220_000,1553186459273780,1,"Day,Rain,Bad lighting"
22934,2863984611797967753_3200_000_3220_000,1553186459273780,2,"Day,Clear,Bad lighting"
22935,2863984611797967753_3200_000_3220_000,1553186459473759,0,"Day,Clear,Bad lighting"
22936,2863984611797967753_3200_000_3220_000,1553186459473759,1,"Day,Rain,Bad lighting"
22937,2863984611797967753_3200_000_3220_000,1553186459473759,2,"Day,Clear,Bad lighting"
22938,2863984611797967753_3200_000_3220_000,1553186459873711,0,"Day,Clear,Bad lighting"
22939,2863984611797967753_3200_000_3220_000,1553186459873711,1,"Day,Rain,Bad lighting"
22940,2863984611797967753_3200_000_3220_000,1553186459873711,2,"Day,Clear,Bad lighting"
22941,2863984611797967753_3200_000_3220_000,1553186463673717,0,"Day,Clear,Bad lighting"
22942,2863984611797967753_3200_000_3220_000,1553186463673717,1,"Day,Rain,Bad lighting"
22943,2863984611797967753_3200_000_3220_000,1553186463673717,2,"Day,Clear,Bad lighting"
22944,2863984611797967753_3200_000_3220_000,1553186464073645,0,"Day,Clear,Bad lighting"
22945,2863984611797967753_3200_000_3220_000,1553186464073645,1,"Day,Rain,Bad lighting"
22946,2863984611797967753_3200_000_3220_000,1553186464073645,2,"Day,Clear,Bad lighting"
22947,2863984611797967753_3200_000_3220_000,1553186464273662,0,"Day,Clear,Bad lighting"
22948,2863984611797967753_3200_000_3220_000,1553186464273662,1,"Day,Rain,Bad lighting"
22949,2863984611797967753_3200_000_3220_000,1553186464273662,2,"Day,Clear,Bad lighting"
22950,2863984611797967753_3200_000_3220_000,1553186464473679,0,"Day,Clear,Bad lighting"
22951,2863984611797967753_3200_000_3220_000,1553186464473679,1,"Day,Rain,Bad lighting"
22952,2863984611797967753_3200_000_3220_000,1553186464473679,2,"Day,Clear,Bad lighting"
22953,2863984611797967753_3200_000_3220_000,1553186464873772,0,"Day,Clear,Bad lighting"
22954,2863984611797967753_3200_000_3220_000,1553186464873772,1,"Day,Rain,Bad lighting"
22955,2863984611797967753_3200_000_3220_000,1553186464873772,2,"Day,Clear,Bad lighting"
22956,2863984611797967753_3200_000_3220_000,1553186468673703,0,"Day,Clear,Bad lighting"
22957,2863984611797967753_3200_000_3220_000,1553186468673703,1,"Day,Rain,Bad lighting"
22958,2863984611797967753_3200_000_3220_000,1553186468673703,2,"Day,Clear,Bad lighting"
22959,2863984611797967753_3200_000_3220_000,1553186469073676,0,"Day,Clear,Bad lighting"
22960,2863984611797967753_3200_000_3220_000,1553186469073676,1,"Day,Rain,Bad lighting"
22961,2863984611797967753_3200_000_3220_000,1553186469073676,2,"Day,Clear,Bad lighting"
22962,2863984611797967753_3200_000_3220_000,1553186469273689,0,"Day,Clear,Bad lighting"
22963,2863984611797967753_3200_000_3220_000,1553186469273689,1,"Day,Rain,Bad lighting"
22964,2863984611797967753_3200_000_3220_000,1553186469273689,2,"Day,Clear,Bad lighting"
22965,2863984611797967753_3200_000_3220_000,1553186469473726,0,"Day,Clear,Bad lighting"
22966,2863984611797967753_3200_000_3220_000,1553186469473726,1,"Day,Rain,Bad lighting"
22967,2863984611797967753_3200_000_3220_000,1553186469473726,2,"Day,Clear,Bad lighting"
22968,2863984611797967753_3200_000_3220_000,1553186469873697,0,"Day,Clear,Bad lighting"
22969,2863984611797967753_3200_000_3220_000,1553186469873697,1,"Day,Rain,Bad lighting"
22970,2863984611797967753_3200_000_3220_000,1553186469873697,2,"Day,Clear,Bad lighting"
22971,2863984611797967753_3200_000_3220_000,1553186473679857,0,"Day,Clear,Bad lighting"
22972,2863984611797967753_3200_000_3220_000,1553186473679857,1,"Day,Rain,Bad lighting"
22973,2863984611797967753_3200_000_3220_000,1553186473679857,2,"Day,Clear,Bad lighting"
22974,2863984611797967753_3200_000_3220_000,1553186474082547,0,"Day,Clear,Bad lighting"
22975,2863984611797967753_3200_000_3220_000,1553186474082547,1,"Day,Rain,Bad lighting"
22976,2863984611797967753_3200_000_3220_000,1553186474082547,2,"Day,Clear,Bad lighting"
22977,2863984611797967753_3200_000_3220_000,1553186474283960,0,"Day,Rain,Bad lighting"
22978,2863984611797967753_3200_000_3220_000,1553186474283960,1,"Day,Rain,Bad lighting"
22979,2863984611797967753_3200_000_3220_000,1553186474283960,2,"Day,Clear,Bad lighting"
22980,2863984611797967753_3200_000_3220_000,1553186474485364,0,"Day,Snow,Bad lighting"
22981,2863984611797967753_3200_000_3220_000,1553186474485364,1,"Day,Clear,Bad lighting"
22982,2863984611797967753_3200_000_3220_000,1553186474485364,2,"Day,Clear,Bad lighting"
22983,2863984611797967753_3200_000_3220_000,1553186474888218,0,"Day,Clear,Bad lighting"
22984,2863984611797967753_3200_000_3220_000,1553186474888218,1,"Day,Clear,Bad lighting"
22985,2863984611797967753_3200_000_3220_000,1553186474888218,2,"Day,Clear,Bad lighting"
22986,2899357195020129288_3723_163_3743_163,1508184164786187,0,"Day,Clear,Bad lighting"
22987,2899357195020129288_3723_163_3743_163,1508184164786187,1,"Day,Clear,Bad lighting"
22988,2899357195020129288_3723_163_3743_163,1508184164786187,2,"Day,Clear,Bad lighting"
22989,2899357195020129288_3723_163_3743_163,1508184165186224,0,"Day,Clear,Bad lighting"
22990,2899357195020129288_3723_163_3743_163,1508184165186224,1,"Day,Clear,Bad lighting"
22991,2899357195020129288_3723_163_3743_163,1508184165186224,2,"Day,Clear,Bad lighting"
22992,2899357195020129288_3723_163_3743_163,1508184165386325,0,"Day,Clear,Bad lighting"
22993,2899357195020129288_3723_163_3743_163,1508184165386325,1,"Day,Clear,Bad lighting"
22994,2899357195020129288_3723_163_3743_163,1508184165386325,2,"Day,Clear,Bad lighting"
22995,2899357195020129288_3723_163_3743_163,1508184165586435,0,"Day,Clear,Bad lighting"
22996,2899357195020129288_3723_163_3743_163,1508184165586435,1,"Day,Clear,Good lighting"
22997,2899357195020129288_3723_163_3743_163,1508184165586435,2,"Day,Clear,Bad lighting"
22998,2899357195020129288_3723_163_3743_163,1508184165986474,0,"Day,Clear,Bad lighting"
22999,2899357195020129288_3723_163_3743_163,1508184165986474,1,"Day,Clear,Bad lighting"
23000,2899357195020129288_3723_163_3743_163,1508184165986474,2,"Day,Clear,Bad lighting"
23001,2899357195020129288_3723_163_3743_163,1508184169786316,0,"Day,Clear,Bad lighting"
23002,2899357195020129288_3723_163_3743_163,1508184169786316,1,"Day,Clear,Bad lighting"
23003,2899357195020129288_3723_163_3743_163,1508184169786316,2,"Day,Clear,Bad lighting"
23004,2899357195020129288_3723_163_3743_163,1508184170186349,0,"Day,Clear,Bad lighting"
23005,2899357195020129288_3723_163_3743_163,1508184170186349,1,"Day,Clear,Bad lighting"
23006,2899357195020129288_3723_163_3743_163,1508184170186349,2,"Day,Clear,Bad lighting"
23007,2899357195020129288_3723_163_3743_163,1508184170386345,0,"Day,Clear,Bad lighting"
23008,2899357195020129288_3723_163_3743_163,1508184170386345,1,"Day,Clear,Bad lighting"
23009,2899357195020129288_3723_163_3743_163,1508184170386345,2,"Day,Clear,Bad lighting"
23010,2899357195020129288_3723_163_3743_163,1508184170586380,0,"Day,Clear,Bad lighting"
23011,2899357195020129288_3723_163_3743_163,1508184170586380,1,"Day,Clear,Bad lighting"
23012,2899357195020129288_3723_163_3743_163,1508184170586380,2,"Day,Rain,Bad lighting"
23013,2899357195020129288_3723_163_3743_163,1508184170986671,0,"Day,Clear,Bad lighting"
23014,2899357195020129288_3723_163_3743_163,1508184170986671,1,"Day,Clear,Bad lighting"
23015,2899357195020129288_3723_163_3743_163,1508184170986671,2,"Day,Clear,Bad lighting"
23016,2899357195020129288_3723_163_3743_163,1508184174786301,0,"Day,Clear,Bad lighting"
23017,2899357195020129288_3723_163_3743_163,1508184174786301,1,"Day,Clear,Bad lighting"
23018,2899357195020129288_3723_163_3743_163,1508184174786301,2,"Day,Clear,Bad lighting"
23019,2899357195020129288_3723_163_3743_163,1508184175186337,0,"Day,Clear,Bad lighting"
23020,2899357195020129288_3723_163_3743_163,1508184175186337,1,"Day,Clear,Bad lighting"
23021,2899357195020129288_3723_163_3743_163,1508184175186337,2,"Day,Clear,Bad lighting"
23022,2899357195020129288_3723_163_3743_163,1508184175386374,0,"Day,Clear,Bad lighting"
23023,2899357195020129288_3723_163_3743_163,1508184175386374,1,"Day,Clear,Bad lighting"
23024,2899357195020129288_3723_163_3743_163,1508184175386374,2,"Day,Clear,Bad lighting"
23025,2899357195020129288_3723_163_3743_163,1508184175586379,0,"Day,Clear,Bad lighting"
23026,2899357195020129288_3723_163_3743_163,1508184175586379,1,"Day,Clear,Bad lighting"
23027,2899357195020129288_3723_163_3743_163,1508184175586379,2,"Day,Clear,Bad lighting"
23028,2899357195020129288_3723_163_3743_163,1508184175986432,0,"Day,Clear,Bad lighting"
23029,2899357195020129288_3723_163_3743_163,1508184175986432,1,"Day,Clear,Bad lighting"
23030,2899357195020129288_3723_163_3743_163,1508184175986432,2,"Day,Clear,Bad lighting"
23031,2899357195020129288_3723_163_3743_163,1508184179786108,0,"Day,Clear,Bad lighting"
23032,2899357195020129288_3723_163_3743_163,1508184179786108,1,"Day,Clear,Bad lighting"
23033,2899357195020129288_3723_163_3743_163,1508184179786108,2,"Day,Rain,Bad lighting"
23034,2899357195020129288_3723_163_3743_163,1508184180186296,0,"Day,Clear,Bad lighting"
23035,2899357195020129288_3723_163_3743_163,1508184180186296,1,"Day,Clear,Bad lighting"
23036,2899357195020129288_3723_163_3743_163,1508184180186296,2,"Day,Rain,Bad lighting"
23037,2899357195020129288_3723_163_3743_163,1508184180386368,0,"Day,Clear,Bad lighting"
23038,2899357195020129288_3723_163_3743_163,1508184180386368,1,"Day,Clear,Bad lighting"
23039,2899357195020129288_3723_163_3743_163,1508184180386368,2,"Day,Rain,Bad lighting"
23040,2899357195020129288_3723_163_3743_163,1508184180586376,0,"Day,Clear,Bad lighting"
23041,2899357195020129288_3723_163_3743_163,1508184180586376,1,"Day,Clear,Bad lighting"
23042,2899357195020129288_3723_163_3743_163,1508184180586376,2,"Day,Rain,Bad lighting"
23043,2899357195020129288_3723_163_3743_163,1508184180986450,0,"Day,Clear,Bad lighting"
23044,2899357195020129288_3723_163_3743_163,1508184180986450,1,"Day,Clear,Bad lighting"
23045,2899357195020129288_3723_163_3743_163,1508184180986450,2,"Day,Rain,Bad lighting"
23046,2899997824484054994_320_000_340_000,1553283022287927,0,"Day,Rain,Bad lighting"
23047,2899997824484054994_320_000_340_000,1553283022287927,1,"Day,Clear,Bad lighting"
23048,2899997824484054994_320_000_340_000,1553283022287927,2,"Day,Fog,Bad lighting"
23049,2899997824484054994_320_000_340_000,1553283022687908,0,"Day,Rain,Bad lighting"
23050,2899997824484054994_320_000_340_000,1553283022687908,1,"Day,Clear,Bad lighting"
23051,2899997824484054994_320_000_340_000,1553283022687908,2,"Day,Fog,Bad lighting"
23052,2899997824484054994_320_000_340_000,1553283022887914,0,"Day,Rain,Bad lighting"
23053,2899997824484054994_320_000_340_000,1553283022887914,1,"Day,Clear,Bad lighting"
23054,2899997824484054994_320_000_340_000,1553283022887914,2,"Day,Clear,Bad lighting"
23055,2899997824484054994_320_000_340_000,1553283023087914,0,"Day,Rain,Bad lighting"
23056,2899997824484054994_320_000_340_000,1553283023087914,1,"Day,Clear,Bad lighting"
23057,2899997824484054994_320_000_340_000,1553283023087914,2,"Day,Clear,Bad lighting"
23058,2899997824484054994_320_000_340_000,1553283023487900,0,"Day,Rain,Bad lighting"
23059,2899997824484054994_320_000_340_000,1553283023487900,1,"Day,Clear,Bad lighting"
23060,2899997824484054994_320_000_340_000,1553283023487900,2,"Day,Clear,Bad lighting"
23061,2899997824484054994_320_000_340_000,1553283027287924,0,"Day,Rain,Bad lighting"
23062,2899997824484054994_320_000_340_000,1553283027287924,1,"Day,Clear,Bad lighting"
23063,2899997824484054994_320_000_340_000,1553283027287924,2,"Day,Clear,Bad lighting"
23064,2899997824484054994_320_000_340_000,1553283027687931,0,"Day,Rain,Bad lighting"
23065,2899997824484054994_320_000_340_000,1553283027687931,1,"Day,Clear,Bad lighting"
23066,2899997824484054994_320_000_340_000,1553283027687931,2,"Day,Clear,Bad lighting"
